"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Mexico","MEX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","-1851000000","-4979000000","-7383000000","5117000000","13715000000","12790000000","7683000000","4416000000","8913000000","2414000000","-267000000","-3110000000","-9369000000","-18618000000","-16010000000","-21185140000","7152710000","6435885000","-807195999.999996","-9180703000","-8350321000","-11941767041","-14109446485","-12898222470.1008","-11652711062","-15684214222.4388","-14730763431","-14010031170","-18239454975","-26145213110","-14922834918","-14358753929","-16795635855","-14613988399","-14967575479","-16087394471","-24375328389","-22035632791","-20851582702","-22799747957","",
"Marshall Islands","MHL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-101535553.803533","-101522072.156632","-112966755.32216","-109409778.156412","-127001064.718136","-109599716.733761","-99845558.2829229","-69463864.9847535","-89919355.8707876","-92772881.857085","-111262525.778845","-123815949.981462","","","",
"Middle income","MIC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-471490000","-532200000","-575445204.130813","-457074064.240888","-642125700.122044","-545893559.089251","-827691031.741355","-855217292.772752","-1189733166.89945","-1093903653.03408","-1226509435.67586","-1588287899.21199","-2562426417.59672","-2136525990.36352","-1856959107.68669","-2140371835.76031","-2190294310.87424","-1976433126.46824","-1963060752.57045","-1631227767.70795","-1630959009.04771","-1586068252.77435","-1628144159.07982","",
"Mali","MLI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-143925073.809789","-77798541.7315069","-58083760.1977851","-218695849.284989","-242805569.593536","-257478769.742876","-237550711.90386","-205108696.034886","-199046865.449583","-197960133.744626","-358809902.839639","-371925510.590473","-324087023.627715","-383148170.072506","-287766807.78326","-409784904.020306","-409809176.55706","-513011735.214102","-406409632.950786","-362298809.022935","-461926729.676971","-410153461.470658","-253103909.503332","-271956127.46087","-296510081.823157","-282753804.065921","-279746559.044568","-54946410.5727354","-318471954.650835","-407104266.887661","-458321518.145848","-286178677.411534","-689699374.146906","-1205680356.12688","-683882624.977828","-1308500034.87446","-1050319116.37479","-607624625.970059","-1977472463.66612","-2227580686.25983","-2037261682.89572","-2366030874.40531","-2194680794.84954","","",
"Malta","MLT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","-50600882.2912017","-28565688.0536869","-17082583.9453066","-64853927.505901","-24169446.0713894","-28931929.6670247","-55646436.0959402","-21018034.0466671","-51329260.6112903","-108850890.036045","-109904082.035607","-203813002.065579","-178055610.030594","-172004605.867613","-181389945.817974","-162344065.15915","-173376106.51487","-201295626.504931","-225255923.728631","-333323893.136977","-297244328.948081","-217807832.603447","-260192977.744606","-294524452.084684","-472262388.570914","-479529666.871853","-292151093.931448","-209896166.063832","-206854525.822143","-415727364.544392","-183711521.695354","108599805.505143","-82590862.3363247","-158922476.079487","-257920752.10806","-274681898.13027","124395945.337587","78102848.2470923","-104950553.97727","-62914510.6546392","253368263.493544","445483451.832514","641009483.093712","1349330724.50795","1037798685.5796","1579630587.50569","2713420294.31748","2907442253.66227","",
"Myanmar","MMR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-35934455.9280098","-97824204.4926299","-227162076.622324","-391614729.022861","-384383726.791395","-351422805.251905","-519227721.130844","-367580184.886276","-211541452.735981","-217104732.17662","-280576531.497687","-210833201.298222","-192031434.329887","-69212917.2483701","-280566188.423716","-51646728.6998404","-34943606.2752036","-513611362.970528","-467579089.278414","-705885851.098594","-805398512.678258","-1053750224.56342","-1124706491.09941","-659656823.881805","-350820664.102185","123380132.039568","510159464.978081","620866059.51058","715449106.341946","1767650338.76312","1908575763.37734","2430566104.37744","2679390435.01003","2320068010.84616","3057456205.86186","-123704013.791304","363652290.566295","444485705.263469","-941521558.16124","-2422645295.98865","-2296741487.64265","-4803073022.74117","-3101795519.26983","",
"Middle East & North Africa (excluding high income)","MNA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1588917477.07066","-2432582112.68919","-1277145974.30324","-1064615121.37023","-977109884.349574","-1006037176.76679","-900140273.027831","-909691664.520676","-745927835.325817","-978664810.769192","-1119841528.76823","-1319098027.48959","",
"Mongolia","MNG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","-796500000","-825000000","-792900000","-700600000","-768400000","-1058700000","-979000000","-998800000","-1145420000","-582840000","-131150000","-56540000","-12250000","-12160000","-12800000","-93400000","28080000","-131700000","-127073387","-157716914.22136","-192100875.933545","-238185462.568913","-248748022.696718","-195393857.119738","-85895239.489534","203385615.528976","57014926.727996","-738677897.076523","-332006178.476589","-474918588.302732","-3517358044.65908","-4455747639.7511","-3917924200.41533","-1111497489.16149","-152864021.012946","-497135.735173225","277604026.623522","-763750656.838668","",
"Northern Mariana Islands","MNP","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-803674430.271873","-621697303.039305","-796812167.797911","-1400195939.05849","-1707440159.00836","-2148025288.10234","-4133946674.83786","-7753202106.3387","-7615689356.07254","-6967541379.73281","-6469682664.82562","-4105801088.26768","-2829597356.57674","-4404482911.4279","",
"Mauritania","MRT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-92311083.0159975","-151591712.989724","-183955616.083108","-189894394.800975","-176564798.169636","-196257865.691105","-195524113.536365","-296836920.303269","-209791102.871222","-158079515.178084","-137069468.768984","-169855462.185255","-136765402.576308","-93036439.9366647","-63864372.4940097","-49088811.4230421","-83091473.0258809","-213417138.983129","-160944214.890286","-107683592.959741","-5263225.49158117","-65784072.0002913","-57891386.4254984","-78588324.7631218","","","","","","","","","","","","","","-1359370920.90607","-1206024814.92775","-1333855477.38899","-954011172.989699","-834838283.113469","-944032323.141255","","",
"Mauritius","MUS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-48192590.770549","-88386975.5467828","-124771326.95276","-142356464.51998","-116341237.279473","-119061717.581218","-30351665.4338355","-3929541.61062448","-34854230.5754036","-21045837.8350313","97353714.1630102","38669950.4201539","-105895901.277932","-160002448.124889","-193830959.130216","-105224096.339358","-104541426.494644","-197075876.762414","-310628402.166993","-104162372.900528","-37887089.0458024","-198648842.778282","-65103271.2101414","-211269772.626582","-84514284.3713063","194148569.18108","144726217.41426","70796093.323072","-147156887.115388","-376492710.105049","-725533821.094567","-781959446.327884","-1378116042.71647","-933687898.79195","-1179044054.8196","-1561477609.39418","-1491097860.33351","-1704239940.14731","-1479574524.93286","-1170543453.57922","-1258145034.00392","-1777877796.20383","-2013363915.53933","",
"Malawi","MWI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-87271623.8887667","-173156564.771872","-193541772.849829","-173994279.213402","-74835327.4588244","-69445162.7381301","-69035181.6081668","35163933.2787941","-48513851.2786061","-16119730.1937036","-15257550.3934931","-118962987.882785","-136762708.78826","-105647673.741807","-258265890.798832","-325370632.113536","-252885772.506527","-281730986.601468","-190558618.66286","-227013264.990615","-338797233.67089","-91063089.5602763","-262050154.561476","-191673094.008363","-172065994.403981","-323271092.624839","-292706814.211077","-483666941.098406","-700644709.222862","-534389062.292359","-660717271.793363","-982422714.758072","-890059201.919821","-1419874771.87029","-1278004589.32748","-1172653197.1512","-1562260344.16585","-1372054687.2187","-1001702548.02383","-1150935604.11499","-1225275045.164","","",
"Malaysia","MYS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-85581343.8476368","-163339762.033833","1046988580.25928","982414323.517085","889016821.43669","1841949942.18022","571918568.836603","-1655292139.69702","-2421435377.51392","-1674959612.87918","609308163.707328","1581125299.95134","1620799746.91145","4461354572.71315","3600145105.55156","2355988568.29948","899856740.14511","-1798865482.04892","803569676.072836","-67596572.7760677","-1154993731.55826","-3482664705.67683","1411002039.99098","940213221.637337","15895015129.7977","19828236842.1053","18019763157.8947","16181578947.3684","16565236842.1053","21756552631.579","25414723684.2105","30775516791.1239","35471715593.5766","38520460699.6926","51312688997.9359","41550972362.834","40434591219.3348","46436559963.5623","33875653963.4719","27540337316.9554","31341554660.1239","22711691906.1136","19990335308.9184","21988277861.2463","25132636092.2259","",
"North America","NAC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-364237781.360063","-366817983.460778","-418441119.244089","-299044454.734143","-295144894.645758","-365941244.828836","-370730531.113333","-425220551.241565","-302444655.44689","-362828414.199914","-146740694.377722","-193985796.375888","-177044523.141041","-325859398.239093","-227659979.058086","-212436250.483771","199107464.926016","-93190240.2024732","-989662043.768806","-1367548839.28963","-1259875742.6323","-1540237379.07689","-1943129750.57163","-2480450516.29422","-2814692837.56825","-2943198947.16217","-2599129967.27142","-1719423799.45499","-1423880458.32363","",
"New Caledonia","NCL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-677244822.36104","-734602834.630329","-576147640.211876","-1012020219.54228","-1264421211.70026","-1263056938.41881","-2562585316.32721","-1932849108.01458","-2392716752.31022","-2484554397.35648","-2560331110.38201","-2536640989.20424","-2122648995.38614","-1962515001.78915","-1501031088.28103","","","",
"Niger","NER","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-122581752.525033","-72543463.2037866","-107030538.180919","-147969091.41346","-254799498.406059","-248747607.153386","-339696852.632646","-261438266.837523","-305143311.109942","-109752630.899115","-59486448.0511453","-175111252.272315","-117017930.055655","-109840212.905282","-200242929.893659","-194540393.148465","-195658793.780279","-220026514.990686","-192593800.999665","-160872245.479728","-163249699.992104","-136041699.174718","-144935290.328897","-142548168.434002","-186952569.268714","-154135348.048594","-134930057.994977","-149243182.922658","-193425081.373563","-265863586.639619","-321847225.218692","-483695562.401749","-478303175.759319","-536089729.842882","-907499398.351408","-1432104263.16892","-1537198308.9038","-1723071387.66484","-1215013397.67982","-1261013182.69543","-1502447075.46886","-1629496309.95819","-1295879666.2942","-1501504317.0827","","",
"Nigeria","NGA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-296261339.116845","-3256872676.07506","2506591914.48386","7057671650.66232","-5238719723.67712","-5663280455.57296","-3061802647.31921","1634644658.12793","4326596700.56443","1090894787.67438","2830650968.92885","2079803686.75106","3355314210.21938","7641622023.26495","2878710925.40323","3853246868.81394","1685012648.37927","311829423.531551","-155213290.103392","1749727567.80478","543132296.086532","-1003652734.85156","1792044670.61809","8947932361.38611","3908840366.35388","2339989712.06713","5582237051.09836","17120483279.0615","24367471605.2644","23321457682.8904","20849760438.7317","23811692804.7118","8909094156.97813","11846225807.4166","11643919498.1693","17649614310.8231","22765118896.9096","-1825446317.24636","-23642075028.9858","-8546441793.70809","-85905647.2809029","","",
"Nicaragua","NIC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-124100000","60300000","159700000","-411800000","-479300000","-380200000","-372500000","-423500000","-579300000","-549200000","-570300000","-583300000","-325800000","-289800000","-485900000","-609800000","-448800000","-488708000","-488379494","-650472000","-810866000","-832736000","-1191678000","-1050300000","-1050400000","-1068500000","-1090200000","-1211600000","-1441670000","-1679300000","-2011200000","-2361700000","-1567700000","-1691200000","-2122900000","-2127300000","-2240500000","-1980200000","-2313700000","-2125800000","-1877800000","-1218700000","",
"Netherlands","NLD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","-230662983.25847","-48618784.495199","-118232044.113324","-607458563.096259","-173371323.24126","1224726668.50476","1967203766.10726","1948601494.1714","2753931343.41555","2947061398.3436","1121659412.94847","-300100593.641582","-1179679315.50973","-1242299860.15266","4898959477.02496","5950541291.1439","4955136562.94529","6087711284.58819","5552501779.50105","6196346710.2421","4912179103.2831","7884579351.72369","9156455713.65619","11651837124.0768","11164705703.9736","12131219674.5209","16823204426.8414","18904843755.3179","24959272264.5563","24725662497.1638","24212561640.1341","22905671858.9222","18511132080.3492","15779125449.5254","16721888086.9219","17499235625.3661","35849619953.019","47193951688.3549","54438192373.9067","58245693004.6569","71352078146.0218","77910546475.8312","64528400449.7678","70320008924.8777","76167271411.5402","79761960753.9632","92791408939.3618","95384314824.2452","57709200371.6313","79939346855.1663","89521274926.6206","97493539516.3036","",
"Norway","NOR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-1969407761.45296","-3009940455.23133","-3862478422.53432","-366563417.246044","1223078080.41077","3515592933.68057","4503893000.25622","3165258943.22616","4311090644.21092","5003602946.21346","4660314582.47557","-2546163379.94765","-1828461215.05061","-744602222.377441","3917261769.8832","8159139204.84734","9299241347.84691","8735536683.62477","7652947771.95462","7677912720.3846","9210227896.01718","14356162492.365","13122944788.5603","2783429000.89016","11628207141.6671","28634752065.679","28959148662.0592","25807116182.9403","29256428733.6305","35088038657.459","49346598608.4508","58412736961.284","54051258701.4966","79770502729.3897","47009824745.4402","50460931970.1619","66947329884.0393","66093927278.151","55985337267.5709","44434579076.597","21863652370.9184","6036031881.3482","12573268987.3819","23927089438.7979","",
"Nepal","NPL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-33456000","-58336000","-89109770.6692386","-103833333.333333","-158575000","-156623104.859143","-243663042.87117","-283755031.312079","-213188648.208936","-241093448.539729","-230980405.395206","-263732941.162979","-398104727.459467","-351579349.43029","-411698818.246163","-426448125.816414","-327003208.162608","-380155657.874432","-507621826.853099","-595206851.451088","-591287366.952732","-636952088.500795","-388087351.057886","-439226109.195532","-507977830.283915","-566643510.632457","-724926798.692706","-856816709.247449","-1059082837.07082","-1427964920.10683","-1699390031.90572","-2218897887.12394","-2660852936.14279","-3559207097.92041","-4307317702.01938","-4584800479.47336","-4918227655.79016","-5339974549.24583","-6366797820.70313","-5467903518.93931","-7898498022.05001","-9182955381.67615","","",
"Nauru","NRU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1247429412.58552","2251953917.35523","1662375166.8192","1644416393.45152","615723703.548277","-1283142380.03224","-757517796.214083","-260339711.146269","-803586697.80374","2442286807.39943","3322195064.16294","3303885888.3145","786409618.313339","1907413775.84307","2362295851.37789","1760950027.20688","1589258748.65126","1925927465.33745","-93749155.6710377","",
"OECD members","OED","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","557035322.979257","353503185.736836","418934569.828994","389693110.56657","255645628.997237","767226406.390349","1459177769.13485","1787782286.58883","1151129128.98416","1222061381.65044","1123343395.56036","1244951432.41796","-123042473.869291","1568270481.14434","725617685.305592","1330559167.75033","2234590377.11313","859817945.383615","1009102730.81925","442132639.791937","962028608.582575","1042912873.86216","2051099973.3277","1725199977.56567","-1195999992.22367","1637799989.3511","5418301300.39012","4472821846.55397","4262938881.6645","3666059817.94538","3092171651.49545","8456592977.89337","9119791937.58127","6936280884.26528","12959947984.3953","7736517555.26658","14169050715.2146","20177096022.3519","20411014954.2264","17543428491.2517","18792792171.6091","2299168049.39087","-162415194.401091","2003498690.5104","10889388722.3721","",
"Other small states","OSS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-1194108122.90638","-1555202522.13272","-2050058140.6339","-2596977116.86762","-3114972005.46645","-3212400511.16292","-3567110226.09934","-2945073495.22311","-4069213618.91024","-3581025369.277","-3164346564.13773","-2642944410.6176","-3341475595.97599","-3107290399.88653","-3370640500.03573","-3055722371.75394","-3927387399.8867","-3652292822.60561","-3015303684.81132","-3971692894.9253","-5099044353.86069","-3432555601.27032","-2841000000","-2620000000","-2029000000","-1481000000","-408000000","-435000000","-5979990000","-10170200000","-14558000000","-15640000000","-22456500000","-12838430000","-11960000000","-15718000000","-17528000000","-19124000000","-20541000000","-20018000000","-25095000000","-35603000000","-37738340000","",
"Panama","PAN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-193200000","-272700000","-360700000","27800000","-79300000","59400000","203500000","-19500000","85600000","183500000","250500000","701000000","282200000","245200000","-31100000","-67200000","-13200000","89300000","-157300000","-86100000","-257700000","-657300000","-638800000","-289300000","193700000","-67022600","37800000","-199900000","-138900000","558220000","-918800000","-1666100000","1109500000","-939300000","-2779300000","-1080600000","-1232300000","-2445300000","-1291500000","-287900000","216800000","95100000","",
"Peru","PER","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-555900000","329600000","1573400000","660900000","-870000000","-742000000","39000000","786100000","980000000","-404830000","-871030000","-466460000","938950000","33000000","-601000000","-914000000","-1325680013.26817","-1545353969.61764","-2974720139.62358","-2657415719.84149","-2497351338.65112","-3119051660.32489","-1210622572.45865","-1137511352.2888","-1141491426.63123","-672677239.071217","-14064416.8792658","2272560658.88202","4451808955.2933","8248862336.18373","7311512853.91071","513685474.971382","4774834390.18401","4634780343.50514","6980047573.27672","3761990733.19176","-1652924397.33378","-3550770934.08149","-4972798070.79685","-48644390.4648037","5265636411.44026","4664566107.58512","",
"Philippines","PHL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-887000000","-1294000000","-1645000000","-1931000000","-2065000000","-2665000000","-2407000000","-231000000","886000000","1814000000","173000000","20000000","-937000000","-2537000000","-1361000000","-2261000000","-4639000000","-5736000000","-6522000000","-7824000000","-10112000000","-2658000000","-7597000000","-7841000000","-8553000000","-7532000000","-7814000000","-7461000000","-9998077081.79394","-6982402744.99672","-8008136327.32213","-16675078813.8032","-8962220914.475","-11094114051.3837","-13866049881.2956","-12747420148.0934","-10647205110.6591","-12753927160.9377","-17854385029.8626","-28505668860.9328","-31521653139.6326","-38543482248.2897","",
"Palau","PLW","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-56296785.480069","-68414548.764981","-56762301.3689432","-60952810.6471236","-37925189.7302746","-50050735.519971","-49343341.8775238","-52426105.1373779","-50262020.9120827","-63443837.8860376","-30432669.6714896","-36896410.1536118","-64235943.3453633","","",
"Papua New Guinea","PNG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","9466543.88942424","-22418896.2933078","-156410363.790611","30960911.346633","-293298790.43034","-513652852.592393","-501177348.876001","-412155821.783127","-339187540.771255","-172983675.59996","-128339899.342112","-165996205.992727","-221950065.723727","-263687343.608107","-127987174.144469","-198316898.694015","268208101.41439","971814529.198953","953509099.052989","1087208622.74415","670180009.709997","150134577.805139","219209971.569912","375628987.957947","565702630.752358","503651484.059285","-108825666.524122","281721138.237306","264542867.606004","819355619.400058","940513390.927198","525773413.162884","1190664749.85695","-133350593.979986","-230500990.912776","134248854.600617","-1688240733.38845","-2937122133.56145","2673657310.82297","4817347131.05649","5177010023.61876","5747932098.06949","","",
"Poland","POL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-2721000000","-2142000000","-2227000000","-2373000000","-1781000000","-1995000000","291000000","510000000","823000000","605000000","470000000","978000000","1157000000","195000000","3942000000","-18000000","597000000","-2935000000","1945000000","1891000000","-3883000000","-6650000000","-8620000000","-13691000000","-10904000000","-6876000000","-6474000000","-5482000000","-6505000000","-3091000000","-7394000000","-15363000000","-27073000000","-3820000000","-10134000000","-11334000000","-2781000000","9689000000","7755000000","14575000000","18721000000","21843000000","20139000000","",
"Pre-demographic dividend","PRE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-1771623837.10726","-2109871549.90519","-1908920552.88364","-1774303284.56877","-2110483765.91201","-3462042989.62338","-6640011642.99153","-4685292442.48496","-2760808809.61996","-1638179053.69963","-767700202.013705","-772075433.134908","-2504656873.56146","-4627180929.80448","-3783979145.83754","-5592470617.10722","-6876795890.63701","-8621319718.63793","-6685360720.9686","-7051932839.15299","-7284981153.19117","-8440792538.29237","-9070226622.80485","-10959524789.1332","-13003809881.352","-12903802370.8994","-12186021424.8421","-10939944008.9266","-11361352049.5445","-15374387585.9721","-17426061652.8536","-16979821354.1407","-17762991471.207","-24641698985.5589","-16460911049.9745","-17014603333.6824","-8986104148.17239","215943807.508183","4229430536.38915","2533510265.26767","3316636134.97021","4254931585.78662","4089820496.34921","2339059840.56752","",
"Paraguay","PRY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-60300000","-52200000","-42100000","-93300000","-217700000","-276100000","-421600000","-445000000","-244800000","-288900000","-221300000","-329500000","-405500000","-164000000","255500000","345400000","49600000","-90800000","-74800000","-410600000","483346770.43358","226649381.10821","95646547.4980097","702936121.87912","698722161.21112","689681489.208881","724870232.386674","1101974891.38509","1000447807.09974","1078092288.51981","1082887002.06224","1061864271.2188","1400096382.22206","895155511.213581","1163421424.4825","797260590.645026","673627678.539692","400558890.012325","1442925621.30576","803696172.627755","543643207.671402","1976423897.76406","1599175328.34825","559177302.437293","",
"West Bank and Gaza","PSE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2025800000","-2510600000","-2668500000","-2349907152.94835","-2527553573.60014","-2010401024.81338","-2080272409.04739","-1755843760","-2001286649.51509","-2540614300","-2850620140","-2947075076.296","-3217783451.1006","-3480294855.3172","-3809895605.3735","-3897017279.56321","-3923736908.37532","-4429099697.369","-4732485422.89743","-5036783191.32931","-5199613951.3","-5246099413.22469","-5374146091.86264","-5827515186.69992","",
"Pacific island small states","PSS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-728468796.662733","-1025328543.5011","-898574306.286994","-1036888105.48882","-929143517.743824","-1052138615.25208","-1338878030.85697","-1089353210.74774","-1206470991.11899","-1058678595.26012","-1069742498.92608","-1110279261.43334","-982248876.717437","-801945995.325929","-670140013.847809","","","",
"Qatar","QAT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78045274725.2747","88182600732.6007","85557142857.1429","76224450549.4505","33019780219.7802","9009065934.06593","23011813186.8132","36750000000","",
"Romania","ROU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","-23000000","-47000000","207000000","-290000000","-46000000","102000000","-172000000","-591000000","-1295000000","-1643000000","184000000","1891000000","1870000000","2378000000","1994000000","1937000000","2433000000","4120000000","2434000000","-3521000000","-1245000000","-1481000000","-1243000000","-582000000","-1902000000","-2855000000","-2361000000","-3228000000","-1512000000","-1930000000","-3090000000","-2602000000","-4467000000","-6930000000","-10073167533.3343","-15033618153.4505","-24811183192.7468","-28102429497.6215","-11289682062.4502","-10755417173.1483","-10786737151.1344","-8705665053.90749","-1487071548.6337","-821748233.66404","-1086963297.78555","-1733310145.65605","-4570446330.55236","-7609194127.52259","",
"Russian Federation","RUS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11014080000","10652980000","15464730000","8212410000","12197530000","29970120000","52049520000","37160460000","34807650000","46684100000","72332370000","104559590000","123739550000","106729110000","157205870000","95630270000","120874760000","163398060000","145076240000","122306910000","133652970000","111245900000","66256050000","83485710000","164490090000","",
"Rwanda","RWA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-956312935.360866","-1226265257.89115","-1262493579.46886","-1165848877.8749","-1335057948.18277","-1562165952.36404","-1569632109.39602","-986229277.227522","-1069082759.81642","",
